course_title,platform,tags,level,rating,url
Improving Classroom Management with Class Dojo,Coursera,parent  Economics  confidence  choice  project  parenting  social work  project mine  positive psychology  behavior social-sciences education,Beginner,4.9,https://www.coursera.org/learn/improving-classroom-management-classdojo
Managing Big Data with MySQL,Coursera,SQL  Leadership and Management  analysis  relational database  Databases  select (sql)  Big Data  language  Data Analysis  mysql data-science data-analysis,Beginner,4.6,https://www.coursera.org/learn/analytics-mysql
"Risk, Return & Valuation",Coursera,relative change and difference  Correlation And Dependence  return on equity  cash flow  Finance  valuation (finance)  average cost method  debt  stock  Risk business finance,Beginner,4.8,https://www.coursera.org/learn/risk-return-and-valuation
Managing Employee Performance,Coursera,Culture  employment  performance appraisal  Performance Management  organizational culture  Leadership and Management  leadership  performance  Human Resources  resource business business-essentials,Beginner,4.7,https://www.coursera.org/learn/employee-performance
Channel Management and Retailing,Coursera,retailing  Marketing  category management  Retail Management  marketing mix  visual merchandising  Leadership and Management  Trade Marketing  distribution (business)  Channel Management business marketing,Beginner,4.4,https://www.coursera.org/learn/channel-management
Entrepreneurship II: Preparing for Launch,Coursera,Entrepreneurship  Venture Capital  investment  Finance  market (economics)  go to market  financial forecast  Business Modeling  Market Analysis  pricing strategies business entrepreneurship,Advanced,4.8,https://www.coursera.org/learn/entrepreneurship-2
World Design for Video Games,Coursera,level design  volume mesh  3d modeling  proof of concept  video game development  game design  gameplay  computer animation  possible world  Virtual Reality arts-and-humanities music-and-art,Advanced,4.3,https://www.coursera.org/learn/video-game-world
Mathematics for Machine Learning: Linear Algebra,Coursera,Algebra  sigma-algebra  Eigenvalues And Eigenvectors  matrices  linearity  Python Programming  Linear Algebra  pagerank  Vector Projection  transformation matrix data-science machine-learning,Beginner,4.5,https://www.coursera.org/learn/linear-algebra-machine-learning
Free Speech on Campus Teach-Out,Coursera,listening  prejudices  sexism  pride  analysis  participatory democracy  authority  constitution  irony  doctrine social-sciences governance-and-society,Beginner,4.5,https://www.coursera.org/learn/free-speech-on-campus
Real-Time Embedded Systems Concepts and Practices,Coursera,real-time operating systems  microprocessor  embedded linux  Continuous Function  coprocessor  analysis  Electrical Engineering  multi-core processor  raspberry pi  linux on embedded systems physical-science-and-engineering electrical-engineering,Advanced,3.0,https://www.coursera.org/learn/real-time-embedded-systems-concepts-practices
Create a Virtual Classroom using Google Slides,Coursera,developmental science  developmental psychology  psychology  virtual class  lifelong learning  teaching  confidence  parent  resource  project social-sciences education,Intermediate,4.6,https://www.coursera.org/learn/virtual-classroom-google-slides
Security and Privacy for Big Data - Part 1,Coursera,privacy  data governance  SQL  Big Data  security  Cryptography  data security  information privacy  access control  measurement information-technology security,Beginner,4.7,https://www.coursera.org/learn/security-privacy-big-data
"Disinformation, Misinformation, and Fake News Teach-Out",Coursera,prolog  disinformation  Journalism  viral marketing  child  propaganda  media literacy  political communication  arts and humanities  media psychology arts-and-humanities philosophy,Beginner,4.9,https://www.coursera.org/learn/disinformation-misinformation-fake-news
Teaching Intermediate Grammar Project,Coursera,exercise  Student's t-Distribution  Receiving  methodology  process  teaching  lesson plan  grammar  english language  Trigonometric Integral language-learning learning-english,Advanced,4.4,https://www.coursera.org/learn/teaching-english-grammar-project
Introduction to Acoustics (Part 2),Coursera,astronomy  normal (geometry)  energy  relative change and difference  acoustics  phenomenon  Integral  kendall rank correlation coefficient  boundary element method  euler's totient function physical-science-and-engineering physics-and-astronomy,Beginner,4.7,https://www.coursera.org/learn/intro-to-acoustics-2
Qualitative Research Methods,Coursera,interview  analysis  Writing  Qualitative Analysis  Data Analysis  qualitative research  research methods  Stata  observation  quantitative research social-sciences governance-and-society,Advanced,4.5,https://www.coursera.org/learn/qualitative-methods
The Rooseveltian Century,Coursera,externality  Economics  economy  i-deas  history  education  social justice  justice  security  arbitration arts-and-humanities history,Advanced,4.7,https://www.coursera.org/learn/roosevelt
Analysis for Business Systems,Coursera,Business Analysis  business process  test case  use case  dataflow  analysis  feasibility study  flow network  sap erp  process information-technology data-management,Beginner,4.7,https://www.coursera.org/learn/analysis-for-business-systems
Implementing SOLID Principles in C# with .NET Core,Coursera,recursively enumerable set  child  abstract type  c sharp (programming language)  java annotation  principle  solid (object-oriented design)  console applications  inheritance (object-oriented programming)  Workshops computer-science software-development,Intermediate,0.0,https://www.coursera.org/learn/solid-principles-in-c-sharp
"History of Rock, Part Two",Coursera,history of rock  music  history  ordered pair  Mainstreaming  film  guitar  rockbox  disco  teen idol arts-and-humanities music-and-art,Intermediate,4.8,https://www.coursera.org/learn/history-of-rock-2
Device-based Models with TensorFlow Lite,Coursera,Deep Learning  raspberry pi  Android Development  Tensorflow  object detection  mathematical optimization  iOS Development  demos  mobile operating systems  microcontroller computer-science software-development,Beginner,4.6,https://www.coursera.org/learn/device-based-models-tensorflow
Wireshark for Basic Network Security Analysis,Coursera,https  telnet  key (cryptography)  plaintext  authentication  Cryptography  encryption  domain name system  password  Wireshark information-technology security,Beginner,4.4,https://www.coursera.org/learn/wireshark-for-network-security
Advanced Practice Provider/Physician Assistant: Opioid Use Disorder Medication Assisted Treatment Waiver Training (24hr),Coursera,medication  patient  buprenorphine/naloxone  substance use disorder  buprenorphine  naloxone  pharmacotherapy  Addiction Treatment  physician assistant  methadone life-sciences healthcare-management,Beginner,0.0,https://www.coursera.org/learn/opioid-mgmt
Setting Expectations & Assessing Performance Issues,Coursera,Average  mentorship  performance  leadership  coaching  employment  Leadership and Management  Human Resources  process  vision statement business leadership-and-management,Intermediate,4.7,https://www.coursera.org/learn/coaching-expectations-performance
Tracking Student Growth using Google Slides,Coursera,project mine  child  Accounting  project  parent  peering  parenting  personal advertisement  graphs  confidence social-sciences education,Beginner,5.0,https://www.coursera.org/learn/teaching-student-growth-slides
